url,HoursOfOperation,AcceptedInsurances,Certification,acceptedPaymentType,about,telephone,services,streetAddress,city,state,zipCode
http://www.urgentcarelocations.com/ak/anchorage/7845-alaska-urgent-care,"{'Monday': '9:00 am - 8:00 pm', 'Saturday': '10:00 am - 6:00 pm', 'Thursday': '9:00 am - 8:00 pm', 'Tuesday': '9:00 am - 8:00 pm', 'Friday': '9:00 am - 8:00 pm', 'Sunday': '10:00 am - 6:00 pm', 'Wednesday': '9:00 am - 8:00 pm'}",[],[],,"Alaska Urgent Care, formally referred to as Dimond Medical Clinic, is an urgent care center in Anchorage, AK located at 300 E. Dimond Blvd., Suite 12. They are open 7 days a week seeing walk-in patients in Anchorage. Alaska Urgent Care appears to be individually owned and operated and not part of a larger network of urgent care clinics. There are, however, 2 walk-in clinics within 20 miles of Anchorage in cities including Eagle River.As an urgent care center, Alaska Urgent Care provides non-emergent medical care most typically referred to as urgent care services. This category of medicine includes the treatment of allergies, asthma, broken bones and sprains, burns, cold and flu symptoms, ear, sinus and respiratory infections, insect and animal bites, stomach viruses, skin rashes and most other non-life threatening injuries, illnesses and conditions. Additionally common health assessments are typical service offerings including annual and school physicals and STD tests. While this urgent care does offer assistance with immediate health care needs, if you are suffering from a true medical emergency, go to the emergency room in Anchorage, AK or call 911 immediately.  ",907-341-7757,{},"300 E. Dimond Blvd.
Suite 12",Anchorage,AK,99515
http://www.urgentcarelocations.com/ak/anchorage/86-us-healthworks,{'N/A': 'N/A'},[],[],,"US Healthworks is an occupation medicine clinic in Anchorage, AK located at 12350 Industry Way, Suite 160. The hours of operation for this clinic are not known, however most walk-in clinics are open daily and for extended hours. US Healthworks is part of the larger US Healthworks network of occupational health clinics with a total of 154 locations, 2 of which are within 20 miles of Anchorage, in cities including Eagle River.Occupational health clinics like US Healthworks primarily serve as partners to local employers assisting their employees with routine physicals, immunizations and drug screens, as well as non-emergent treatment of workplace injuries and illnesses. Some occ med clinics, as they are casually referred to, may see regular walk-in patients, but most strictly serve partner employers on a contract basis. If you need more general urgent care, the following are the closest centers to this clinic:If you are suffering from a true medical emergency, go to the emergency room in Anchorage, AK or call 911 immediately.  lessLearn more about US Healthworks",907-345-4343,{},"12350 Industry Way
Suite 160",Anchorage,AK,99515-4300
http://www.urgentcarelocations.com/ak/anchorage/87-us-healthworks,{'N/A': 'N/A'},[],[],,"US Healthworks is an occupation medicine clinic in Anchorage, AK located at 4100 Lake Otis Pkwy., Suite 100. The hours of operation for this clinic are not known, however most walk-in clinics are open daily and for extended hours. US Healthworks is part of the larger US Healthworks network of occupational health clinics with a total of 154 locations, 2 of which are within 20 miles of Anchorage, in cities including Eagle River.Occupational health clinics like US Healthworks primarily serve as partners to local employers assisting their employees with routine physicals, immunizations and drug screens, as well as non-emergent treatment of workplace injuries and illnesses. Some occ med clinics, as they are casually referred to, may see regular walk-in patients, but most strictly serve partner employers on a contract basis. If you need more general urgent care, the following are the closest centers to this clinic:If you are suffering from a true medical emergency, go to the emergency room in Anchorage, AK or call 911 immediately.  lessLearn more about US Healthworks",907-563-4006,{},"4100 Lake Otis Pkwy.
Suite 100",Anchorage,AK,99508-5230
http://www.urgentcarelocations.com/ak/anchorage/9866-patients-first-medical-clinic-llc,{'N/A': 'N/A'},[],[],,"Patients First Medical Clinic LLC in Anchorage, AK located at 6307 Debarr Road Ste C, . The hours of operation for this clinic are not known, however most walk-in clinics are open daily and for extended hours. Patients First Medical Clinic LLC appears to be individually owned and operated and not part of a larger network of clinics. There are, however, 2 walk-in clinics within 20 miles of Anchorage in cities including Eagle River.",907-333-7425,{},6307 Debarr Road Ste C,Anchorage,AK,99504
http://www.urgentcarelocations.com/ak/eagle-river/2512-family-practice-and-urgent-care,{'N/A': 'N/A'},[],[],,"Family Practice and Urgent Care is a primary care office in Eagle River, AK located at 11432 Business Blvd., . The hours of operation for this clinic are not known, however most walk-in clinics are open daily and for extended hours. Family Practice and Urgent Care appears to be individually owned and operated and not part of a larger network of primary care clinics. There are, however, 2 walk-in clinics within 20 miles of Eagle River in cities including Anchorage and Wasilla.Primary care offices like Family Practice and Urgent Care are most commonly staffed by family or internal medicine physicians with a clinical support team designed to be a patients medical home. All patients should have a primary care physician to treat routine medical concerns and manage chronic conditions. In the event your primary care physician is not open or if you are unable to obtain an appointment, the following are the closest urgent care centers to this clinic:If you are suffering from a true medical emergency, go to the emergency room in Eagle River, AK or call 911 immediately.  ",907-694-1300,{},11432 Business Blvd.,Eagle River,AK,99577-7720
http://www.urgentcarelocations.com/ak/eagle-river/317-acute-family-medical-clinic,"{'Monday': '8:00 am - 5:00 pm', 'Saturday': '9:00 am - 4:00 am', 'Thursday': '8:00 am - 5:00 pm', 'Tuesday': '8:00 am - 5:00 pm', 'Friday': '8:00 am - 5:00 pm', 'Sunday': 'UNKNOWN', 'Wednesday': '8:00 am - 5:00 pm'}",[],[],,"Acute Family Medical Clinic is a primary care office in Eagle River, AK located at 11470 Business Blvd., Suite 100. They are open 6 days a week seeing walk-in patients in Eagle River and offer extended hours. Acute Family Medical Clinic appears to be individually owned and operated and not part of a larger network of primary care clinics. There are, however, 2 walk-in clinics within 20 miles of Eagle River in cities including Anchorage and Wasilla.Primary care offices like Acute Family Medical Clinic are most commonly staffed by family or internal medicine physicians with a clinical support team designed to be a patients medical home. All patients should have a primary care physician to treat routine medical concerns and manage chronic conditions. In the event your primary care physician is not open or if you are unable to obtain an appointment, the following are the closest urgent care centers to this clinic:If you are suffering from a true medical emergency, go to the emergency room in Eagle River, AK or call 911 immediately.  ",907-622-4325,{},"11470 Business Blvd.
Suite 100",Eagle River,AK,99577-7780
http://www.urgentcarelocations.com/ak/eagle-river/88-us-healthworks,{'N/A': 'N/A'},[],[],,"US Healthworks is an occupation medicine clinic in Eagle River, AK located at 17101 Snowmobile Ln., Suite 102. The hours of operation for this clinic are not known, however most walk-in clinics are open daily and for extended hours. US Healthworks is part of the larger US Healthworks network of occupational health clinics with a total of 154 locations, 2 of which are within 20 miles of Eagle River, in cities including Anchorage.Occupational health clinics like US Healthworks primarily serve as partners to local employers assisting their employees with routine physicals, immunizations and drug screens, as well as non-emergent treatment of workplace injuries and illnesses. Some occ med clinics, as they are casually referred to, may see regular walk-in patients, but most strictly serve partner employers on a contract basis. If you need more general urgent care, the following are the closest centers to this clinic:If you are suffering from a true medical emergency, go to the emergency room in Eagle River, AK or call 911 immediately.  lessLearn more about US Healthworks",907-694-7223,{},"17101 Snowmobile Ln.
Suite 102",Eagle River,AK,99577-7043
http://www.urgentcarelocations.com/ak/wasilla/3712-mat-su-regional-urgent-care-clinic,"{'Monday': '9:00 am - 7:00 pm', 'Saturday': '9:00 am - 5:00 pm', 'Thursday': '9:00 am - 7:00 pm', 'Tuesday': '9:00 am - 7:00 pm', 'Friday': '9:00 am - 5:00 pm', 'Sunday': '9:00 am - 5:00 pm', 'Wednesday': '9:00 am - 7:00 pm'}",[],[],,"Mat-Su Regional Urgent Care Clinic is an urgent care center in Wasilla, AK located at 950 E BogaRd. Rd., Suite 103. They are open 7 days a week seeing walk-in patients in Wasilla. Mat-Su Regional Urgent Care Clinic appears to be individually owned and operated and not part of a larger network of urgent care clinics. There are, however, 2 walk-in clinics within 20 miles of Wasilla in cities including Eagle River.As an urgent care center, Mat-Su Regional Urgent Care Clinic provides non-emergent medical care most typically referred to as urgent care services. This category of medicine includes the treatment of allergies, asthma, broken bones and sprains, burns, cold and flu symptoms, ear, sinus and respiratory infections, insect and animal bites, stomach viruses, skin rashes and most other non-life threatening injuries, illnesses and conditions. Additionally common health assessments are typical service offerings including annual and school physicals and STD tests. While this urgent care does offer assistance with immediate health care needs, if you are suffering from a true medical emergency, go to the emergency room in Wasilla, AK or call 911 immediately.  ",907-352-2880,{},"950 E BogaRd. Rd.
Suite 103",Wasilla,AK,99654-7184
http://www.urgentcarelocations.com/ak/wasilla/471-alaska-medical-clinics,"{'Monday': '10:00 am - 9:00 pm', 'Saturday': '10:00 am - 6:00 pm', 'Thursday': '10:00 am - 9:00 pm', 'Tuesday': '10:00 am - 9:00 pm', 'Friday': '10:00 am - 9:00 pm', 'Sunday': 'CLOSED', 'Wednesday': '10:00 am - 9:00 pm'}",[],[],,"Alaska Medical Clinics is an urgent care center in Wasilla, AK located at 1700 E Parks Hwy., Suite 200. They are open 6 days a week seeing walk-in patients in Wasilla. Alaska Medical Clinics appears to be individually owned and operated and not part of a larger network of urgent care clinics. There are, however, 2 walk-in clinics within 20 miles of Wasilla in cities including Eagle River.As an urgent care center, Alaska Medical Clinics provides non-emergent medical care most typically referred to as urgent care services. This category of medicine includes the treatment of allergies, asthma, broken bones and sprains, burns, cold and flu symptoms, ear, sinus and respiratory infections, insect and animal bites, stomach viruses, skin rashes and most other non-life threatening injuries, illnesses and conditions. Additionally common health assessments are typical service offerings including annual and school physicals and STD tests. While this urgent care does offer assistance with immediate health care needs, if you are suffering from a true medical emergency, go to the emergency room in Wasilla, AK or call 911 immediately.  ",907-373-6055,{},"1700 E Parks Hwy.
Suite 200",Wasilla,AK,99654-7352
http://www.urgentcarelocations.com/al/albertville/11057-careplus-family-medical,{'N/A': 'N/A'},[],[],,"CarePlus Family Medical in Albertville, AL located at 8914 US Hwy 431, . The hours of operation for this clinic are not known, however most walk-in clinics are open daily and for extended hours. CarePlus Family Medical appears to be individually owned and operated and not part of a larger network of clinics. There are, however, 2 walk-in clinics within 20 miles of Albertville in cities including Guntersville and Arab.",N/A,{},8914 US Hwy 431,Albertville,AL,35950
http://www.urgentcarelocations.com/al/alexander-city/10641-mainstreet-family-urgent-care,"{'Monday': '8:00 am - 8:00 pm', 'Saturday': '8:00 am - 6:00 pm', 'Thursday': '8:00 am - 8:00 pm', 'Tuesday': '8:00 am - 8:00 pm', 'Friday': '8:00 am - 8:00 pm', 'Sunday': '12:00 pm - 6:00 pm', 'Wednesday': '8:00 am - 8:00 pm'}",[],['UCAOA Certified'],,"MainStreet Family Urgent Care is an urgent care center in Alexander City, AL located at 2508 US Hwy 280, . They are open 7 days a week seeing walk-in patients in Alexander City. MainStreet Family Urgent Care is part of the larger MainStreet Family Urgent Care network of urgent care clinics with a total of 9 locations, 0 of which are within 20 miles of Alexander City, in cities including .As an urgent care center, MainStreet Family Urgent Care provides non-emergent medical care most typically referred to as urgent care services. This category of medicine includes the treatment of allergies, asthma, broken bones and sprains, burns, cold and flu symptoms, ear, sinus and respiratory infections, insect and animal bites, stomach viruses, skin rashes and most other non-life threatening injuries, illnesses and conditions. Additionally common health assessments are typical service offerings including annual and school physicals and STD tests. While this urgent care does offer assistance with immediate health care needs, if you are suffering from a true medical emergency, go to the emergency room in Alexander City, AL or call 911 immediately.  lessLearn more about MainStreet Family Urgent Care",256-414-3013,"{'PEDIATRIC ILLNESSES': 'Athlete’s foot,Childhood infectious diseases,Cold sores,Eczema / dry skin,Minor burns and rashes,Minor skin infections,Minor sunburn,Minor wound care,Poison ivy / poison oak,Psoriasis,Ringworm,Skin Conditions,Skin lesions/rashes,Swimmer’s itch,Wart removal', 'VACCINATIONS': 'Flu - seasonal,Td (tetanus, diphtheria)', 'MEDICATIONS': 'On-site Pharmacy,Medication Dispensing', 'OCCUPATIONAL HEALTH': '5, 7, 8 or 10 Panel Drug Screen (FDFW and Non-DOT),Blood Alcohol (FDFW),Blood work,Breath Alcohol (DOT and Non DOT),Customized exams available upon request,DOT/DOE for commercial drivers,Employer on-site services testing,Fit for duty exams,Hearing conservation testing,Instant screen,OSHA respiratory evaluation,Pre-employment,Pulmonary Function Testing (PFTs),Rapid drug screens,Stress EKG testing,Titers', 'DIAGNOSTICS': 'Influenza (flu),Mononucleosis,Pregnancy tests,Sexually transmitted disease cultures,Strep throat screens,X-ray', 'ADULT ILLNESSES': 'Abdominal pain,Allergic reactions,Asthma,Diverticulitis,Gastritis or indigestion,Gout,Headaches – migraine and tension,Hypertension,Kidney disease,Medication side effects,Sexually transmitted diseases (STDs)', 'EXAMS': 'DOT (Department of Transportation) medical certification exams,Employer drug testing,Employer pre-employment,School and sports exams', 'COMMON INJURIES': 'Acute fracture (non-displaced),Knee, shoulder, ankle sprains,Cuts / minor lacerations,Minor trauma and lacerations', 'COMMON ILLNESSES': ""Allergies,Bladder infections,Bronchitis,Colds,Dehydration,Diarrhea,Ear infections,Ear wax removal,Eye infections / sties,Fingernail / toenail injuries,Hemorrhoids,Influenza (flu),Insect / bee stings,Laryngitis,Respiratory infections,Sinus infections,Skin conditions and infections,Splinter removal,Sprains,Stomach flu (gastroenteritis),Strep / sore throat,Swimmer's ear,Urinary tract infections""}",2508 US Hwy 280,Alexander City,AL,35010
http://www.urgentcarelocations.com/al/alexander-city/865-bbs-md-pc,{'N/A': 'N/A'},[],[],,"BBS, MD, PC in Alexander City, AL located at 5030D Highway 280, . The hours of operation for this clinic are not known, however most walk-in clinics are open daily and for extended hours. BBS, MD, PC appears to be individually owned and operated and not part of a larger network of clinics. There are, however, 0 walk-in clinics within 20 miles of Alexander City in cities including .",N/A,{},5030D Highway 280,Alexander City,AL,35010-7217
http://www.urgentcarelocations.com/al/arab/9869-mainstreet-family-urgent-care,"{'Monday': '8:00 am - 8:00 pm', 'Saturday': '8:00 am - 6:00 pm', 'Thursday': '8:00 am - 8:00 pm', 'Tuesday': '8:00 am - 8:00 pm', 'Friday': '8:00 am - 8:00 pm', 'Sunday': '1:00 pm - 6:00 pm', 'Wednesday': '8:00 am - 8:00 pm'}","['Aetna', 'BlueCross BlueShield', 'Cigna', 'Health Net', 'Humana', 'Medicaid', 'Medicare', 'TRICARE', 'United Healthcare', ""Workers' Compensation""]",[],,"MainStreet Family Urgent Care is an urgent care center in Arab, AL located at 1420 North Brindlee Mountain Pkwy., Suite A-1. They are open 7 days a week seeing walk-in patients in Arab. MainStreet Family Urgent Care is part of the larger MainStreet Family Urgent Care network of urgent care clinics with a total of 9 locations, 0 of which are within 20 miles of Arab, in cities including .As an urgent care center, MainStreet Family Urgent Care provides non-emergent medical care most typically referred to as urgent care services. This category of medicine includes the treatment of allergies, asthma, broken bones and sprains, burns, cold and flu symptoms, ear, sinus and respiratory infections, insect and animal bites, stomach viruses, skin rashes and most other non-life threatening injuries, illnesses and conditions. Additionally common health assessments are typical service offerings including annual and school physicals and STD tests. While this urgent care does offer assistance with immediate health care needs, if you are suffering from a true medical emergency, go to the emergency room in Arab, AL or call 911 immediately.  lessLearn more about MainStreet Family Urgent Care",256-677-4553,"{'PEDIATRIC ILLNESSES': 'Acne,Athlete’s foot,Childhood infectious diseases,Cold sores,Eczema / dry skin,Impetigo,Minor burns and rashes,Minor skin infections,Minor sunburn,Minor wound care,Poison ivy / poison oak,Psoriasis,Ringworm,Skin Conditions,Skin lesions/rashes,Swimmer’s itch,Wart removal', 'VACCINATIONS': 'Flu - H1N1,Flu - seasonal,Hepatitis A – child/adult,Hepatitis B – child/adult,MMR (measles, mumps, rubella),Pneumonia (Pneumococcal),Shingles (Herpes Zoster),Td (tetanus, diphtheria),Tdap (diphtheria, tetanus, pertussis),Travel vaccines,Varicella (Chickenpox series)', 'MEDICATIONS': 'Medication Dispensing', 'OCCUPATIONAL HEALTH': '5, 7, 8 or 10 Panel Drug Screen (FDFW and Non-DOT),7 Panel Drug Screen (DOT),Annual Exams,Blood Alcohol (FDFW),Blood work,Breath Alcohol (DOT and Non DOT),Customized exams available upon request,DOT/DOE for commercial drivers,Employer on-site services testing,Fit for duty exams,HAZMAT,Instant screen,OSHA respiratory evaluation,Pre-employment,Pulmonary Function Testing (PFTs),Rapid drug screens,Titers', 'SCREENINGS': 'Blood pressure,Cardiac lipid profile,Cholesterol,Colorectal cancer,Diabetes / blood sugar,Drugs of abuse,Kidney / liver function,TB skin,Thyroid panel,Urinalysis', 'DIAGNOSTICS': 'Influenza (flu),Mononucleosis,Pregnancy tests,Strep throat screens,X-ray,On-site lab tests', 'DISEASE MANAGEMENT': 'Acid influx & acid indigestion,Cardiovascular Conditions,High blood pressure,High cholesterol,Minor depression,Osteoporosis', 'ADULT ILLNESSES': 'Abdominal pain,Allergic reactions,Anxiety & depression,Arthritis,Asthma,Diabetes,Gastritis or indigestion,Gout,Headaches – migraine and tension,Hypertension,Kidney disease,Medication side effects,Menopausal complications,Sexually transmitted diseases (STDs)', 'EXAMS': 'Annual physical exams,DOT (Department of Transportation) medical certification exams,Employer drug testing,Employer pre-employment,Executive physicals,Insurance physicals,Routine physical exams,School and sports exams,Travel exams (selected centers)', 'COMMON INJURIES': 'Acute fracture (non-displaced),Auto accidents – whiplash,Back pain or strains,Knee, shoulder, ankle sprains,Crush injuries,Complex non-plastic lacerations,Cuts / minor lacerations,Falls (from less than 7 feet),Minor trauma and lacerations', 'COMMON ILLNESSES': ""Allergies,Bladder infections,Bronchitis,Colds,Dehydration,Diarrhea,Ear infections,Ear wax removal,Eye infections / sties,Fingernail / toenail injuries,Hemorrhoids,Influenza (flu),Insect / bee stings,Laryngitis,Respiratory infections,Sinus infections,Skin conditions and infections,Splinter removal,Sprains,Stomach flu (gastroenteritis),Strep / sore throat,Swimmer's ear,Urinary tract infections""}","1420 North Brindlee Mountain Pkwy.
Suite A-1",Arab,AL,35016
