url,HoursOfOperation,AcceptedInsurances,Certification,acceptedPaymentType,about,telephone,services,streetAddress,city,state,zipCode
http://www.urgentcarelocations.com/ny/new-york/887-bellevue-offsite-clinic,{'N/A': 'N/A'},[],[],,"Bellevue Offsite Clinic in New York, NY located at 25 Avenue D, . The hours of operation for this clinic are not known, however most walk-in clinics are open daily and for extended hours. Bellevue Offsite Clinic appears to be individually owned and operated and not part of a larger network of clinics. There are, however, 2 walk-in clinics within 20 miles of New York in cities including NY and Hoboken.",212-529-2080,{},25 Avenue D,New York,NY,10009-6935
http://www.urgentcarelocations.com/ny/brooklyn/10440-prohealth-urgent-care-of-brooklyn,"{'Monday': '9:00 am - 9:00 pm', 'Friday': '9:00 am - 9:00 pm', 'Thursday': '9:00 am - 9:00 pm', 'Tuesday': '9:00 am - 9:00 pm', 'Wednesday': '9:00 am - 9:00 pm', 'Sunday': '9:00 am - 6:00 pm', 'Saturday': '9:00 am - 6:00 pm'}",[],[],,"ProHEALTH Urgent Care of Brooklyn is an urgent care center in Brooklyn, NY located at 26 Court Street, . They are open 7 days a week seeing walk-in patients in Brooklyn. ProHEALTH Urgent Care of Brooklyn is part of the larger ProHEALTH Urgent Care network of urgent care clinics with a total of 24 locations, 15 of which are within 20 miles of Brooklyn, in cities including Howard Beach and Queens.As an urgent care center, ProHEALTH Urgent Care of Brooklyn provides non-emergent medical care most typically referred to as urgent care services. This category of medicine includes the treatment of allergies, asthma, broken bones and sprains, burns, cold and flu symptoms, ear, sinus and respiratory infections, insect and animal bites, stomach viruses, skin rashes and most other non-life threatening injuries, illnesses and conditions. Additionally common health assessments are typical service offerings including annual and school physicals and STD tests. While this urgent care does offer assistance with immediate health care needs, if you are suffering from a true medical emergency, go to the emergency room in Brooklyn, NY or call 911 immediately.  lessLearn more about ProHEALTH Urgent Care",347-335-0062,{},26 Court Street,Brooklyn,NY,11242
http://www.urgentcarelocations.com/ny/new-york/9772-walgreens-healthcare-clinic,"{'Monday': '8:30 am - 7:00 pm', 'Friday': '8:30 am - 7:00 pm', 'Thursday': 'UNKNOWN', 'Tuesday': 'UNKNOWN', 'Wednesday': '8:30 am - 7:00 pm', 'Sunday': '9:30 am - 4:30 pm', 'Saturday': '9:30 am - 5:00 pm'}",[],[],,"Walgreens Healthcare Clinic is a retail clinic operating inside of Walgreens in New York, NY located at 52 E 14Th St, . They are open 5 days a week seeing walk-in patients in New York. Walgreens Healthcare Clinic is part of the larger Healthcare Clinic at Walgreens network of clinics with a total of 352 locations, 3 of which are within 20 miles of New York, in cities including .As a retail clinic, Walgreens Healthcare Clinic is generally staffed by a nurse practitioner and provides routine medical care including the treatment of allergies, asthma, mild burns, cold and flu symptoms, ear and sinus infections, insect and animal bites, stomach viruses, mild skin rashes and some other non-life threatening injuries, illnesses and conditions. Many retail clinics are also equipped to treat chronic conditions and diseases. If you are suffering from a true medical emergency, go to the emergency room in New York, NY or call 911 immediately.  lessLearn more about Healthcare Clinic at Walgreens",212-358-8206,{},52 E 14Th St,New York,NY,10003-4140
http://www.urgentcarelocations.com/ny/new-york/9448-citymd-urgent-care,"{'Monday': '8:00 am - 8:00 pm', 'Friday': '8:00 am - 8:00 pm', 'Thursday': '8:00 am - 8:00 pm', 'Tuesday': '8:00 am - 8:00 pm', 'Wednesday': '8:00 am - 8:00 pm', 'Sunday': '9:00 am - 8:00 pm', 'Saturday': '9:00 am - 8:00 pm'}",[],[],,"CityMD Urgent Care is an urgent care center in New York, NY located at 216 E 14th St., . They are open 7 days a week seeing walk-in patients in New York. CityMD Urgent Care is part of the larger CityMD Urgent Care network of urgent care clinics with a total of 66 locations, 46 of which are within 20 miles of New York, in cities including Hoboken and Jersey City.As an urgent care center, CityMD Urgent Care provides non-emergent medical care most typically referred to as urgent care services. This category of medicine includes the treatment of allergies, asthma, broken bones and sprains, burns, cold and flu symptoms, ear, sinus and respiratory infections, insect and animal bites, stomach viruses, skin rashes and most other non-life threatening injuries, illnesses and conditions. Additionally common health assessments are typical service offerings including annual and school physicals and STD tests. While this urgent care does offer assistance with immediate health care needs, if you are suffering from a true medical emergency, go to the emergency room in New York, NY or call 911 immediately.  lessLearn more about CityMD Urgent Care",212-256-1049,{},216 E 14th St.,New York,NY,10003
http://www.urgentcarelocations.com/ny/new-york/9199-new-york-doctors-urgent-care,"{'Monday': '8:00 am - 8:00 pm', 'Friday': '8:00 am - 8:00 pm', 'Thursday': '8:00 am - 8:00 pm', 'Tuesday': '8:00 am - 8:00 pm', 'Wednesday': '8:00 am - 8:00 pm', 'Sunday': '9:00 am - 4:00 pm', 'Saturday': '9:00 am - 4:00 pm'}",[],"['UCAOA Accredited', 'UCAOA Certified']",,"New York Doctors Urgent Care is an urgent care center in New York, NY located at 65 West 13th Street, . They are open 7 days a week seeing walk-in patients in New York. New York Doctors Urgent Care appears to be individually owned and operated and not part of a larger network of urgent care clinics. There are, however, 2 walk-in clinics within 20 miles of New York in cities including NY and Hoboken.As an urgent care center, New York Doctors Urgent Care provides non-emergent medical care most typically referred to as urgent care services. This category of medicine includes the treatment of allergies, asthma, broken bones and sprains, burns, cold and flu symptoms, ear, sinus and respiratory infections, insect and animal bites, stomach viruses, skin rashes and most other non-life threatening injuries, illnesses and conditions. Additionally common health assessments are typical service offerings including annual and school physicals and STD tests. While this urgent care does offer assistance with immediate health care needs, if you are suffering from a true medical emergency, go to the emergency room in New York, NY or call 911 immediately.  less",212-414-2800,"{'DIAGNOSTICS': 'Arthritis panel,Blood counts,Cultures,Full lab panels,Hepatitis,HIV,Influenza (flu),Microscopy,Mononucleosis,Pregnancy tests,Sexually transmitted disease cultures,Strep throat screens,Therapeutic blood levels,Thyroid screens,X-ray,On-site lab tests', 'COMMON INJURIES': 'Acute fracture (non-displaced),Auto accidents – whiplash,Back pain or strains,Knee, shoulder, ankle sprains,Crush injuries,Complex non-plastic lacerations,Cuts / minor lacerations,Falls (from less than 7 feet),Minor trauma and lacerations', 'OCCUPATIONAL HEALTH': 'Annual Exams,Blood Alcohol (FDFW),Blood work,Breath Alcohol (DOT and Non DOT),Customized exams available upon request,DOT/DOE for commercial drivers,Fit for duty exams,Instant screen,Pre-employment,Pulmonary Function Testing (PFTs),Rapid drug screens,Stress EKG testing,Titers', 'VACCINATIONS': 'Flu - H1N1,Flu - seasonal,Td (tetanus, diphtheria)', 'EXAMS': 'Annual physical exams,DOT (Department of Transportation) medical certification exams,Employer drug testing,Employer pre-employment,Executive physicals,Immigration exams,Insurance physicals,Routine physical exams,School and sports exams', 'SCREENINGS': 'Blood pressure,Cardiac lipid profile,Cholesterol,Colorectal cancer,Diabetes / blood sugar,Drugs of abuse,Kidney / liver function,Prostate PSA,TB skin,Thyroid panel,Urinalysis', 'COMMON ILLNESSES': ""Allergies,Bladder infections,Bronchitis,Colds,Dehydration,Diarrhea,Ear infections,Ear wax removal,Eye infections / sties,Fingernail / toenail injuries,Hemorrhoids,Influenza (flu),Insect / bee stings,Laryngitis,Respiratory infections,Sinus infections,Skin conditions and infections,Splinter removal,Sprains,Stomach flu (gastroenteritis),Strep / sore throat,Swimmer's ear,Urinary tract infections"", 'ADULT ILLNESSES': 'Abdominal pain,Abnormal vaginal bleeding,Allergic reactions,Anemia,Anxiety & depression,Arthritis,Asthma,Diabetes,Diverticulitis,Gastritis or indigestion,Gout,Headaches – migraine and tension,Hypertension,Kidney disease,Medication side effects,Menopausal complications,Sexually transmitted diseases (STDs)', 'PEDIATRIC ILLNESSES': 'Acne,Athlete’s foot,Childhood infectious diseases,Cold sores,Eczema / dry skin,Impetigo,Minor burns and rashes,Minor skin infections,Minor sunburn,Minor wound care,Poison ivy / poison oak,Psoriasis,Ringworm,Skin Conditions,Skin lesions/rashes,Swimmer’s itch,Wart removal'}",65 West 13th Street,New York,NY,10011
http://www.urgentcarelocations.com/ny/new-york/7605-dr-walk-in-medical-care,"{'Monday': '8:00 am - 8:00 pm', 'Friday': '8:00 am - 8:00 pm', 'Thursday': '8:00 am - 8:00 pm', 'Tuesday': '8:00 am - 8:00 pm', 'Wednesday': '8:00 am - 8:00 pm', 'Sunday': '10:00 am - 6:00 pm', 'Saturday': '10:00 am - 6:00 pm'}",[],[],,"DR Walk-In Medical Care is a retail clinic operating inside of Duane Reade in New York, NY located at 52 E. 14 Street (at Union Square), . They are open 7 days a week seeing walk-in patients in New York. DR Walk-In Medical Care is part of the larger Mount Sinai Health System network of clinics with a total of 15 locations, 14 of which are within 20 miles of New York, in cities including Brooklyn. Additionally, they have partnered with Mount Sinai Health System to better serve the patients in the New York area.As a retail clinic, DR Walk-In Medical Care is generally staffed by a nurse practitioner and provides routine medical care including the treatment of allergies, asthma, mild burns, cold and flu symptoms, ear and sinus infections, insect and animal bites, stomach viruses, mild skin rashes and some other non-life threatening injuries, illnesses and conditions. Many retail clinics are also equipped to treat chronic conditions and diseases. If you are suffering from a true medical emergency, go to the emergency room in New York, NY or call 911 immediately.  lessLearn more about Mount Sinai Health System",212-228-0006,{},52 E. 14 Street (at Union Square),New York,NY,10003
http://www.urgentcarelocations.com/ny/new-york/888-bellevue-offsite-clinic,{'N/A': 'N/A'},[],[],,"Bellevue Offsite Clinic in New York, NY located at 371 E 10th St., . The hours of operation for this clinic are not known, however most walk-in clinics are open daily and for extended hours. Bellevue Offsite Clinic appears to be individually owned and operated and not part of a larger network of clinics. There are, however, 2 walk-in clinics within 20 miles of New York in cities including NY and Hoboken.",212-529-1653,{},371 E 10th St.,New York,NY,10009-4724
http://www.urgentcarelocations.com/ny/new-york/7621-citymd-urgent-care,"{'Monday': '8:00 am - 10:00 pm', 'Friday': '8:00 am - 10:00 pm', 'Thursday': '8:00 am - 10:00 pm', 'Tuesday': '8:00 am - 10:00 pm', 'Wednesday': '8:00 am - 10:00 pm', 'Sunday': '9:00 am - 9:00 pm', 'Saturday': '9:00 am - 9:00 pm'}",[],['UCAOA Certified'],,"CityMD Urgent Care is an urgent care center in New York, NY located at 14 West 14th Street, . They are open 7 days a week seeing walk-in patients in New York. CityMD Urgent Care is part of the larger CityMD Urgent Care network of urgent care clinics with a total of 66 locations, 46 of which are within 20 miles of New York, in cities including Hoboken and Jersey City.As an urgent care center, CityMD Urgent Care provides non-emergent medical care most typically referred to as urgent care services. This category of medicine includes the treatment of allergies, asthma, broken bones and sprains, burns, cold and flu symptoms, ear, sinus and respiratory infections, insect and animal bites, stomach viruses, skin rashes and most other non-life threatening injuries, illnesses and conditions. Additionally common health assessments are typical service offerings including annual and school physicals and STD tests. While this urgent care does offer assistance with immediate health care needs, if you are suffering from a true medical emergency, go to the emergency room in New York, NY or call 911 immediately.  lessLearn more about CityMD Urgent Care",212-933-0007,{},14 West 14th Street,New York,NY,10011
http://www.urgentcarelocations.com/ny/new-york/11247-mount-sinai-union-square-urgent-care-center,"{'Monday': '8:00 am - 8:00 pm', 'Friday': '8:00 am - 8:00 pm', 'Thursday': '8:00 am - 8:00 pm', 'Tuesday': '8:00 am - 8:00 pm', 'Wednesday': '8:00 am - 8:00 pm', 'Sunday': '9:00 am - 5:00 pm', 'Saturday': '9:00 am - 5:00 pm'}",[],[],,"Mount Sinai Union Square - Urgent Care Center is an urgent care center in New York, NY located at 10 Union Square East, New York. They are open 7 days a week seeing walk-in patients in New York. Mount Sinai Union Square - Urgent Care Center is part of the larger Mount Sinai Health System network of urgent care clinics with a total of 15 locations, 14 of which are within 20 miles of New York, in cities including Brooklyn. Additionally, they have partnered with Mount Sinai Health System to better serve the patients in the New York area.As an urgent care center, Mount Sinai Union Square - Urgent Care Center provides non-emergent medical care most typically referred to as urgent care services. This category of medicine includes the treatment of allergies, asthma, broken bones and sprains, burns, cold and flu symptoms, ear, sinus and respiratory infections, insect and animal bites, stomach viruses, skin rashes and most other non-life threatening injuries, illnesses and conditions. Additionally common health assessments are typical service offerings including annual and school physicals and STD tests. While this urgent care does offer assistance with immediate health care needs, if you are suffering from a true medical emergency, go to the emergency room in New York, NY or call 911 immediately.  lessLearn more about Mount Sinai Health System",212-844-6000,{},"10 Union Square East
New York",New York,NY,10003
http://www.urgentcarelocations.com/ny/new-york/9228-union-square-umd-urgent-medical-care,"{'Monday': '9:00 am - 9:00 pm', 'Friday': '9:00 am - 9:00 pm', 'Thursday': '9:00 am - 9:00 pm', 'Tuesday': '9:00 am - 9:00 pm', 'Wednesday': '9:00 am - 9:00 pm', 'Sunday': '9:00 am - 6:00 pm', 'Saturday': '9:00 am - 8:00 pm'}",[],['UCAOA Certified'],,"Union Square UMD Urgent Medical Care is an urgent care center in New York, NY located at 110 West 14 St., . They are open 7 days a week seeing walk-in patients in New York. Union Square UMD Urgent Medical Care appears to be individually owned and operated and not part of a larger network of urgent care clinics. There are, however, 2 walk-in clinics within 20 miles of New York in cities including NY and Hoboken.As an urgent care center, Union Square UMD Urgent Medical Care provides non-emergent medical care most typically referred to as urgent care services. This category of medicine includes the treatment of allergies, asthma, broken bones and sprains, burns, cold and flu symptoms, ear, sinus and respiratory infections, insect and animal bites, stomach viruses, skin rashes and most other non-life threatening injuries, illnesses and conditions. Additionally common health assessments are typical service offerings including annual and school physicals and STD tests. While this urgent care does offer assistance with immediate health care needs, if you are suffering from a true medical emergency, go to the emergency room in New York, NY or call 911 immediately.  less",212-242-4333,{},110 West 14 St.,New York,NY,10011-7303
http://www.urgentcarelocations.com/ny/brooklyn/7937-pm-pediatrics,"{'Monday': '12:00 pm - 12:00 am', 'Friday': '12:00 pm - 12:00 am', 'Thursday': '12:00 pm - 12:00 am', 'Tuesday': '12:00 pm - 12:00 am', 'Wednesday': '12:00 pm - 12:00 am', 'Sunday': '10:00 am - 12:00 am', 'Saturday': '12:00 pm - 12:00 am'}",[],[],,"PM Pediatrics is a pediatric urgent care center in Brooklyn, NY located at 240 Atlantic Avenue, . They are open 7 days a week seeing walk-in patients in Brooklyn. PM Pediatrics is part of the larger PM Pediatrics network of pediatric urgent care clinics with a total of 30 locations, 8 of which are within 20 miles of Brooklyn, in cities including Forest Hills and Staten Island.Pediatric urgent care centers like PM Pediatrics generally see patients from birth up to age 18, although some will span their age range up as high to age 25. Like traditional urgent care centers, pediatric urgent cares treat non-emergent medical conditions under the umbrella of urgent care services. Unlike general urgent care, however, pediatric clinics usually provide a very playful, kid-friendly environment that are well suited for their patient audience and are generally only open in the evenings and on weekends when pediatrician offices have closed. If you fall outside the age range for a pediatric urgent care, the following are the closest urgent care centers to this clinic:If you or your child is suffering from a true medical emergency, go to the emergency room in Brooklyn, NY or call 911 immediately.  lessLearn more about PM Pediatrics",718-246-5437,{},240 Atlantic Avenue,Brooklyn,NY,11201
http://www.urgentcarelocations.com/ny/new-york/9230-gohealth-urgent-care,"{'Monday': '8:00 am - 8:00 pm', 'Friday': '8:00 am - 8:00 pm', 'Thursday': '8:00 am - 8:00 pm', 'Tuesday': '8:00 am - 8:00 pm', 'Wednesday': '8:00 am - 8:00 pm', 'Sunday': '8:00 am - 4:00 pm', 'Saturday': '8:00 am - 4:00 pm'}",[],['UCAOA Certified'],,"GoHealth Urgent Care, formally referred to as Urgent Care Manhattan Union Square/Gramercy, is an urgent care center in New York, NY located at 176 3rd Ave, . They are open 7 days a week seeing walk-in patients in New York. GoHealth Urgent Care is part of the larger GoHealth Urgent Care network of urgent care clinics with a total of 68 locations, 16 of which are within 20 miles of New York, in cities including Astoria and Ridgewood. Additionally, they have partnered with Northwell Health to better serve the patients in the New York area.As an urgent care center, GoHealth Urgent Care provides non-emergent medical care most typically referred to as urgent care services. This category of medicine includes the treatment of allergies, asthma, broken bones and sprains, burns, cold and flu symptoms, ear, sinus and respiratory infections, insect and animal bites, stomach viruses, skin rashes and most other non-life threatening injuries, illnesses and conditions. Additionally common health assessments are typical service offerings including annual and school physicals and STD tests. While this urgent care does offer assistance with immediate health care needs, if you are suffering from a true medical emergency, go to the emergency room in New York, NY or call 911 immediately.  lessLearn more about GoHealth Urgent Care",212-420-0222,{},176 3rd Ave,New York,NY,10003-2520
